ONTOLOGY	TERM	N	DE	P.DE	FDR
GO:0071527	BP	semaphorin-plexin signaling pathway involved in outflow tract morphogenesis	1	0	1	1
GO:0071528	BP	tRNA re-export from nucleus	1	0	1	1
GO:0071529	BP	cementum mineralization	1	0	1	1
GO:0071532	MF	ankyrin repeat binding	5	0	1	1
GO:0071535	MF	RING-like zinc finger domain binding	4	0	1	1
GO:0071539	BP	protein localization to centrosome	31	0	1	1
GO:0071540	CC	eukaryotic translation initiation factor 3 complex, eIF3e	2	0	1	1
GO:0071541	CC	eukaryotic translation initiation factor 3 complex, eIF3m	7	0	1	1
GO:0071542	BP	dopaminergic neuron differentiation	37	0	1	1
GO:0071543	BP	diphosphoinositol polyphosphate metabolic process	4	0	1	1
GO:0071544	BP	diphosphoinositol polyphosphate catabolic process	1	0	1	1
GO:0071545	BP	inositol phosphate catabolic process	16	0	1	1
GO:0071546	CC	pi-body	7	0	1	1
GO:0071547	CC	piP-body	5	0	1	1
GO:0071548	BP	response to dexamethasone	40	0	1	1
GO:0071549	BP	cellular response to dexamethasone stimulus	30	0	1	1
GO:0071550	BP	death-inducing signaling complex assembly	9	0	1	1
GO:0071553	MF	G protein-coupled pyrimidinergic nucleotide receptor activity	3	0	1	1
GO:0071554	BP	cell wall organization or biogenesis	4	0	1	1
GO:0071556	CC	integral component of lumenal side of endoplasmic reticulum membrane	27	0	1	1
GO:0071557	BP	histone H3-K27 demethylation	5	0	1	1
GO:0071558	MF	histone demethylase activity (H3-K27 specific)	5	0	1	1
GO:0071559	BP	response to transforming growth factor beta	251	0	1	1
GO:0071560	BP	cellular response to transforming growth factor beta stimulus	245	0	1	1
GO:0071561	CC	nucleus-vacuole junction	1	0	1	1
GO:0071564	CC	npBAF complex	12	0	1	1
GO:0071565	CC	nBAF complex	15	0	1	1
GO:0071566	MF	UFM1 activating enzyme activity	1	0	1	1
GO:0071567	MF	UFM1 hydrolase activity	1	0	1	1
GO:0071568	MF	UFM1 transferase activity	2	0	1	1
GO:0071569	BP	protein ufmylation	6	0	1	1
GO:0071573	BP	shelterin complex assembly	1	0	1	1
GO:0071575	CC	integral component of external side of plasma membrane	1	0	1	1
GO:0071577	BP	zinc ion transmembrane transport	22	0	1	1
GO:0071578	BP	zinc ion import across plasma membrane	8	0	1	1
GO:0071579	BP	regulation of zinc ion transport	2	0	1	1
GO:0071580	BP	regulation of zinc ion transmembrane transport	1	0	1	1
GO:0071581	BP	regulation of zinc ion transmembrane import	1	0	1	1
GO:0071582	BP	negative regulation of zinc ion transport	1	0	1	1
GO:0071583	BP	negative regulation of zinc ion transmembrane transport	1	0	1	1
GO:0071584	BP	negative regulation of zinc ion transmembrane import	1	0	1	1
GO:0071585	BP	detoxification of cadmium ion	1	0	1	1
GO:0071586	BP	CAAX-box protein processing	3	0	1	1
GO:0071593	BP	lymphocyte aggregation	4	0	1	1
GO:0071595	CC	Nem1-Spo7 phosphatase complex	2	0	1	1
GO:0071596	BP	ubiquitin-dependent protein catabolic process via the N-end rule pathway	3	0	1	1
GO:0071598	CC	neuronal ribonucleoprotein granule	2	0	1	1
GO:0071599	BP	otic vesicle development	15	0	1	1
GO:0071600	BP	otic vesicle morphogenesis	10	0	1	1
GO:0071602	BP	phytosphingosine biosynthetic process	1	0	1	1
GO:0071603	BP	endothelial cell-cell adhesion	4	0	1	1
GO:0071604	BP	transforming growth factor beta production	38	0	1	1
GO:0071605	BP	monocyte chemotactic protein-1 production	18	0	1	1
GO:0071606	BP	chemokine (C-C motif) ligand 4 production	1	0	1	1
GO:0071608	BP	macrophage inflammatory protein-1 alpha production	6	0	1	1
GO:0071609	BP	chemokine (C-C motif) ligand 5 production	10	0	1	1
GO:0071610	BP	chemokine (C-C motif) ligand 1 production	1	0	1	1
GO:0071611	BP	granulocyte colony-stimulating factor production	5	0	1	1
GO:0071612	BP	IP-10 production	1	0	1	1
GO:0071613	BP	granzyme B production	2	0	1	1
GO:0071614	MF	linoleic acid epoxygenase activity	1	0	1	1
GO:0071615	BP	oxidative deethylation	1	0	1	1
GO:0071616	BP	acyl-CoA biosynthetic process	53	0	1	1
GO:0071617	MF	lysophospholipid acyltransferase activity	15	0	1	1
GO:0071619	BP	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues	1	0	1	1
GO:0071621	BP	granulocyte chemotaxis	122	0	1	1
GO:0071622	BP	regulation of granulocyte chemotaxis	44	0	1	1
GO:0071623	BP	negative regulation of granulocyte chemotaxis	3	0	1	1
GO:0071624	BP	positive regulation of granulocyte chemotaxis	26	0	1	1
GO:0071625	BP	vocalization behavior	18	0	1	1
GO:0071626	BP	mastication	3	0	1	1
GO:0071629	BP	cytoplasm protein quality control by the ubiquitin-proteasome system	1	0	1	1
GO:0071630	BP	nuclear protein quality control by the ubiquitin-proteasome system	3	0	1	1
GO:0071633	MF	dihydroceramidase activity	3	0	1	1
GO:0071634	BP	regulation of transforming growth factor beta production	36	0	1	1
GO:0071635	BP	negative regulation of transforming growth factor beta production	9	0	1	1
GO:0071636	BP	positive regulation of transforming growth factor beta production	20	0	1	1
GO:0071637	BP	regulation of monocyte chemotactic protein-1 production	18	0	1	1
GO:0071638	BP	negative regulation of monocyte chemotactic protein-1 production	6	0	1	1
GO:0071639	BP	positive regulation of monocyte chemotactic protein-1 production	12	0	1	1
GO:0071640	BP	regulation of macrophage inflammatory protein 1 alpha production	6	0	1	1
GO:0071641	BP	negative regulation of macrophage inflammatory protein 1 alpha production	3	0	1	1
GO:0071642	BP	positive regulation of macrophage inflammatory protein 1 alpha production	2	0	1	1
GO:0071643	BP	regulation of chemokine (C-C motif) ligand 4 production	1	0	1	1
GO:0071644	BP	negative regulation of chemokine (C-C motif) ligand 4 production	1	0	1	1
GO:0071649	BP	regulation of chemokine (C-C motif) ligand 5 production	9	0	1	1
GO:0071650	BP	negative regulation of chemokine (C-C motif) ligand 5 production	4	0	1	1
GO:0071651	BP	positive regulation of chemokine (C-C motif) ligand 5 production	5	0	1	1
GO:0071652	BP	regulation of chemokine (C-C motif) ligand 1 production	1	0	1	1
GO:0071654	BP	positive regulation of chemokine (C-C motif) ligand 1 production	1	0	1	1
GO:0071655	BP	regulation of granulocyte colony-stimulating factor production	4	0	1	1
GO:0071656	BP	negative regulation of granulocyte colony-stimulating factor production	1	0	1	1
GO:0071657	BP	positive regulation of granulocyte colony-stimulating factor production	3	0	1	1
GO:0071658	BP	regulation of IP-10 production	1	0	1	1
GO:0071660	BP	positive regulation of IP-10 production	1	0	1	1
GO:0071661	BP	regulation of granzyme B production	2	0	1	1
GO:0071663	BP	positive regulation of granzyme B production	2	0	1	1
GO:0071664	CC	catenin-TCF7L2 complex	4	0	1	1
GO:0071665	CC	gamma-catenin-TCF7L2 complex	1	0	1	1
GO:0071670	BP	smooth muscle cell chemotaxis	10	0	1	1
GO:0071671	BP	regulation of smooth muscle cell chemotaxis	8	0	1	1
GO:0071672	BP	negative regulation of smooth muscle cell chemotaxis	5	0	1	1
GO:0071673	BP	positive regulation of smooth muscle cell chemotaxis	4	0	1	1
GO:0071674	BP	mononuclear cell migration	90	0	1	1
GO:0071675	BP	regulation of mononuclear cell migration	46	0	1	1
GO:0071676	BP	negative regulation of mononuclear cell migration	8	0	1	1
GO:0071677	BP	positive regulation of mononuclear cell migration	24	0	1	1
GO:0071678	BP	olfactory bulb axon guidance	1	0	1	1
GO:0071679	BP	commissural neuron axon guidance	12	0	1	1
GO:0071680	BP	response to indole-3-methanol	5	0	1	1
GO:0071681	BP	cellular response to indole-3-methanol	5	0	1	1
GO:0071682	CC	endocytic vesicle lumen	20	0	1	1
GO:0071684	BP	organism emergence from protective structure	26	0	1	1
GO:0071688	BP	striated muscle myosin thick filament assembly	11	0	1	1
GO:0071691	BP	cardiac muscle thin filament assembly	3	0	1	1
GO:0071692	BP	protein localization to extracellular region	8	0	1	1
GO:0071693	BP	protein transport within extracellular region	1	0	1	1
GO:0071694	BP	maintenance of protein location in extracellular region	7	0	1	1
GO:0071695	BP	anatomical structure maturation	164	0	1	1
GO:0071696	BP	ectodermal placode development	13	0	1	1
GO:0071697	BP	ectodermal placode morphogenesis	12	0	1	1
GO:0071698	BP	olfactory placode development	3	0	1	1
GO:0071699	BP	olfactory placode morphogenesis	3	0	1	1
GO:0071701	BP	regulation of MAPK export from nucleus	1	0	1	1
GO:0071702	BP	organic substance transport	2742	1	0.563485056390743	1
GO:0071704	BP	organic substance metabolic process	11412	3	0.674763812236739	1
GO:0071705	BP	nitrogen compound transport	2328	1	0.509626513592587	1
GO:0071706	BP	tumor necrosis factor superfamily cytokine production	166	0	1	1
GO:0071707	BP	immunoglobulin heavy chain V-D-J recombination	1	0	1	1
GO:0071709	BP	membrane assembly	36	0	1	1
GO:0071711	BP	basement membrane organization	26	0	1	1
GO:0071712	BP	ER-associated misfolded protein catabolic process	12	0	1	1
GO:0071714	MF	icosanoid transmembrane transporter activity	1	0	1	1
GO:0071715	BP	icosanoid transport	49	0	1	1
GO:0071716	BP	leukotriene transport	1	0	1	1
GO:0071723	MF	lipopeptide binding	10	0	1	1
GO:0071724	BP	response to diacyl bacterial lipopeptide	4	0	1	1
GO:0071725	BP	response to triacyl bacterial lipopeptide	3	0	1	1
GO:0071726	BP	cellular response to diacyl bacterial lipopeptide	4	0	1	1
GO:0071727	BP	cellular response to triacyl bacterial lipopeptide	3	0	1	1
GO:0071731	BP	response to nitric oxide	19	0	1	1
GO:0071732	BP	cellular response to nitric oxide	16	0	1	1
GO:0071733	BP	transcriptional activation by promoter-enhancer looping	4	0	1	1
GO:0071745	CC	IgA immunoglobulin complex	1	0	1	1
GO:0071746	CC	IgA immunoglobulin complex, circulating	1	0	1	1
GO:0071748	CC	monomeric IgA immunoglobulin complex	1	0	1	1
GO:0071749	CC	polymeric IgA immunoglobulin complex	1	0	1	1
GO:0071750	CC	dimeric IgA immunoglobulin complex	1	0	1	1
GO:0071751	CC	secretory IgA immunoglobulin complex	1	0	1	1
GO:0071752	CC	secretory dimeric IgA immunoglobulin complex	1	0	1	1
GO:0071753	CC	IgM immunoglobulin complex	1	0	1	1
GO:0071754	CC	IgM immunoglobulin complex, circulating	1	0	1	1
GO:0071756	CC	pentameric IgM immunoglobulin complex	1	0	1	1
GO:0071763	BP	nuclear membrane organization	6	0	1	1
GO:0071765	BP	nuclear inner membrane organization	1	0	1	1
GO:0071772	BP	response to BMP	168	0	1	1
GO:0071773	BP	cellular response to BMP stimulus	168	0	1	1
GO:0071774	BP	response to fibroblast growth factor	149	0	1	1
GO:0071782	CC	endoplasmic reticulum tubular network	20	0	1	1
GO:0071786	BP	endoplasmic reticulum tubular network organization	16	0	1	1
GO:0071787	BP	endoplasmic reticulum tubular network formation	4	0	1	1
GO:0071788	BP	endoplasmic reticulum tubular network maintenance	1	0	1	1
GO:0071791	MF	chemokine (C-C motif) ligand 5 binding	2	0	1	1
GO:0071795	MF	K11-linked polyubiquitin modification-dependent protein binding	1	0	1	1
GO:0071796	MF	K6-linked polyubiquitin modification-dependent protein binding	2	0	1	1
GO:0071797	CC	LUBAC complex	4	0	1	1
GO:0071798	BP	response to prostaglandin D	5	0	1	1
GO:0071799	BP	cellular response to prostaglandin D stimulus	5	0	1	1
GO:0071800	BP	podosome assembly	19	0	1	1
GO:0071801	BP	regulation of podosome assembly	15	0	1	1
GO:0071802	BP	negative regulation of podosome assembly	1	0	1	1
GO:0071803	BP	positive regulation of podosome assembly	11	0	1	1
GO:0071804	BP	cellular potassium ion transport	214	0	1	1
GO:0071805	BP	potassium ion transmembrane transport	214	0	1	1
GO:0071806	BP	protein transmembrane transport	63	0	1	1
GO:0071812	BP	positive regulation of fever generation by positive regulation of prostaglandin secretion	2	0	1	1
GO:0071813	MF	lipoprotein particle binding	32	0	1	1
GO:0071814	MF	protein-lipid complex binding	32	0	1	1
GO:0071816	BP	tail-anchored membrane protein insertion into ER membrane	6	0	1	1
GO:0071817	CC	MMXD complex	5	0	1	1
GO:0071818	CC	BAT3 complex	3	0	1	1
GO:0071819	CC	DUBm complex	2	0	1	1
GO:0071820	MF	N-box binding	1	0	1	1
GO:0071821	CC	FANCM-MHF complex	2	0	1	1
GO:0071824	BP	protein-DNA complex subunit organization	270	0	1	1
GO:0071825	BP	protein-lipid complex subunit organization	49	0	1	1
GO:0071826	BP	ribonucleoprotein complex subunit organization	250	0	1	1
GO:0071827	BP	plasma lipoprotein particle organization	45	0	1	1
GO:0071830	BP	triglyceride-rich lipoprotein particle clearance	9	0	1	1
GO:0071831	BP	intermediate-density lipoprotein particle clearance	1	0	1	1
GO:0071837	MF	HMG box domain binding	16	0	1	1
GO:0071838	BP	cell proliferation in bone marrow	10	0	1	1
GO:0071839	BP	apoptotic process in bone marrow	6	0	1	1
GO:0071840	BP	cellular component organization or biogenesis	6464	0	1	1
GO:0071846	BP	actin filament debranching	2	0	1	1
GO:0071847	BP	TNFSF11-mediated signaling pathway	4	0	1	1
GO:0071848	BP	positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling	2	0	1	1
GO:0071850	BP	mitotic cell cycle arrest	17	0	1	1
GO:0071855	MF	neuropeptide receptor binding	31	0	1	1
GO:0071863	BP	regulation of cell proliferation in bone marrow	10	0	1	1
GO:0071864	BP	positive regulation of cell proliferation in bone marrow	8	0	1	1
GO:0071865	BP	regulation of apoptotic process in bone marrow	6	0	1	1
GO:0071866	BP	negative regulation of apoptotic process in bone marrow	5	0	1	1
GO:0071867	BP	response to monoamine	38	0	1	1
GO:0071868	BP	cellular response to monoamine stimulus	34	0	1	1
GO:0071869	BP	response to catecholamine	38	0	1	1
GO:0071870	BP	cellular response to catecholamine stimulus	34	0	1	1
GO:0071871	BP	response to epinephrine	16	0	1	1
GO:0071872	BP	cellular response to epinephrine stimulus	13	0	1	1
GO:0071873	BP	response to norepinephrine	3	0	1	1
GO:0071874	BP	cellular response to norepinephrine stimulus	2	0	1	1
GO:0071875	BP	adrenergic receptor signaling pathway	34	0	1	1
GO:0071877	BP	regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway	4	0	1	1
GO:0071878	BP	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	5	0	1	1
GO:0071879	BP	positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	2	0	1	1
GO:0071880	BP	adenylate cyclase-activating adrenergic receptor signaling pathway	31	0	1	1
GO:0071881	BP	adenylate cyclase-inhibiting adrenergic receptor signaling pathway	5	0	1	1
GO:0071882	BP	phospholipase C-activating adrenergic receptor signaling pathway	1	0	1	1
GO:0071885	MF	N-terminal protein N-methyltransferase activity	2	0	1	1
GO:0071886	MF	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding	2	0	1	1
GO:0071887	BP	leukocyte apoptotic process	102	0	1	1
GO:0071888	BP	macrophage apoptotic process	12	0	1	1
GO:0071889	MF	14-3-3 protein binding	29	0	1	1
GO:0071890	MF	bicarbonate binding	1	0	1	1
GO:0071893	BP	BMP signaling pathway involved in nephric duct formation	1	0	1	1
GO:0071894	BP	histone H2B conserved C-terminal lysine ubiquitination	2	0	1	1
GO:0071895	BP	odontoblast differentiation	6	0	1	1
GO:0071896	BP	protein localization to adherens junction	4	0	1	1
GO:0071897	BP	DNA biosynthetic process	190	0	1	1
GO:0071898	BP	regulation of estrogen receptor binding	3	0	1	1
GO:0071899	BP	negative regulation of estrogen receptor binding	3	0	1	1
GO:0071900	BP	regulation of protein serine/threonine kinase activity	511	0	1	1
GO:0071901	BP	negative regulation of protein serine/threonine kinase activity	144	0	1	1
GO:0071902	BP	positive regulation of protein serine/threonine kinase activity	331	0	1	1
GO:0071907	BP	determination of digestive tract left/right asymmetry	7	0	1	1
GO:0071908	BP	determination of intestine left/right asymmetry	1	0	1	1
GO:0071909	BP	determination of stomach left/right asymmetry	1	0	1	1
GO:0071910	BP	determination of liver left/right asymmetry	6	0	1	1
GO:0071911	BP	synchronous neurotransmitter secretion	1	0	1	1
GO:0071913	MF	citrate secondary active transmembrane transporter activity	1	0	1	1
GO:0071914	CC	prominosome	2	0	1	1
GO:0071916	MF	dipeptide transmembrane transporter activity	2	0	1	1
GO:0071918	BP	urea transmembrane transport	6	0	1	1
GO:0071920	CC	cleavage body	2	0	1	1
GO:0071921	BP	cohesin loading	6	0	1	1
GO:0071922	BP	regulation of cohesin loading	5	0	1	1
GO:0071926	BP	endocannabinoid signaling pathway	4	0	1	1
GO:0071929	BP	alpha-tubulin acetylation	2	0	1	1
GO:0071930	BP	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	3	0	1	1
GO:0071931	BP	positive regulation of transcription involved in G1/S transition of mitotic cell cycle	3	0	1	1
GO:0071932	BP	replication fork reversal	1	0	1	1
GO:0071933	MF	Arp2/3 complex binding	9	0	1	1
GO:0071934	BP	thiamine transmembrane transport	4	0	1	1
GO:0071936	MF	coreceptor activity involved in Wnt signaling pathway	9	0	1	1
GO:0071938	BP	vitamin A transport	1	0	1	1
GO:0071939	BP	vitamin A import	1	0	1	1
GO:0071941	BP	nitrogen cycle metabolic process	14	0	1	1
GO:0071942	CC	XPC complex	3	0	1	1
GO:0071944	CC	cell periphery	5326	1	0.80205829785426	1
GO:0071947	BP	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	5	0	1	1
GO:0071949	MF	FAD binding	32	0	1	1
GO:0071951	BP	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	1	0	1	1
GO:0071953	CC	elastic fiber	4	0	1	1
GO:0071954	BP	chemokine (C-C motif) ligand 11 production	1	0	1	1
GO:0071955	BP	recycling endosome to Golgi transport	2	0	1	1
GO:0071960	BP	maintenance of mitotic sister chromatid cohesion, centromeric	1	0	1	1
GO:0071962	BP	mitotic sister chromatid cohesion, centromeric	4	0	1	1
GO:0071963	BP	establishment or maintenance of cell polarity regulating cell shape	2	0	1	1
GO:0071971	BP	extracellular exosome assembly	7	0	1	1
GO:0071976	BP	cell gliding	1	0	1	1
GO:0071985	BP	multivesicular body sorting pathway	33	1	0.0103870003021108	1
GO:0071986	CC	Ragulator complex	6	0	1	1
GO:0071987	MF	WD40-repeat domain binding	5	0	1	1
GO:0071988	BP	protein localization to spindle pole body	1	0	1	1
GO:0071997	MF	glutathione S-conjugate-transporting ATPase activity	1	0	1	1
GO:0072001	BP	renal system development	293	0	1	1
GO:0072003	BP	kidney rudiment formation	3	0	1	1
GO:0072004	BP	kidney field specification	2	0	1	1
GO:0072006	BP	nephron development	142	0	1	1
GO:0072007	BP	mesangial cell differentiation	7	0	1	1
GO:0072008	BP	glomerular mesangial cell differentiation	6	0	1	1
GO:0072009	BP	nephron epithelium development	109	0	1	1
GO:0072010	BP	glomerular epithelium development	21	0	1	1
GO:0072011	BP	glomerular endothelium development	3	0	1	1
GO:0072012	BP	glomerulus vasculature development	25	0	1	1
GO:0072014	BP	proximal tubule development	5	0	1	1
GO:0072015	BP	glomerular visceral epithelial cell development	10	0	1	1
GO:0072016	BP	glomerular parietal epithelial cell development	1	0	1	1
GO:0072017	BP	distal tubule development	12	0	1	1
GO:0072019	BP	proximal convoluted tubule development	1	0	1	1
GO:0072021	BP	ascending thin limb development	4	0	1	1
GO:0072023	BP	thick ascending limb development	2	0	1	1
GO:0072024	BP	macula densa development	1	0	1	1
GO:0072025	BP	distal convoluted tubule development	5	0	1	1
GO:0072027	BP	connecting tubule development	1	0	1	1
GO:0072028	BP	nephron morphogenesis	78	0	1	1
GO:0072033	BP	renal vesicle formation	8	0	1	1
GO:0072034	BP	renal vesicle induction	3	0	1	1
GO:0072036	BP	mesenchymal to epithelial transition involved in renal vesicle formation	1	0	1	1
GO:0072038	BP	mesenchymal stem cell maintenance involved in nephron morphogenesis	6	0	1	1
GO:0072039	BP	regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	4	0	1	1
GO:0072040	BP	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	4	0	1	1
GO:0072044	BP	collecting duct development	13	0	1	1
GO:0072046	BP	establishment of planar polarity involved in nephron morphogenesis	1	0	1	1
GO:0072047	BP	proximal/distal pattern formation involved in nephron development	5	0	1	1
GO:0072048	BP	renal system pattern specification	9	0	1	1
GO:0072049	BP	comma-shaped body morphogenesis	6	0	1	1
GO:0072050	BP	S-shaped body morphogenesis	8	0	1	1
GO:0072051	BP	juxtaglomerular apparatus development	1	0	1	1
GO:0072053	BP	renal inner medulla development	2	0	1	1
GO:0072054	BP	renal outer medulla development	2	0	1	1
GO:0072055	BP	renal cortex development	1	0	1	1
GO:0072059	BP	cortical collecting duct development	1	0	1	1
GO:0072060	BP	outer medullary collecting duct development	1	0	1	1
GO:0072061	BP	inner medullary collecting duct development	3	0	1	1
GO:0072069	BP	DCT cell differentiation	3	0	1	1
GO:0072070	BP	loop of Henle development	11	0	1	1
GO:0072071	BP	kidney interstitial fibroblast differentiation	2	0	1	1
GO:0072073	BP	kidney epithelium development	140	0	1	1
GO:0072074	BP	kidney mesenchyme development	19	0	1	1
GO:0072075	BP	metanephric mesenchyme development	15	0	1	1
GO:0072076	BP	nephrogenic mesenchyme development	3	0	1	1
GO:0072077	BP	renal vesicle morphogenesis	18	0	1	1
GO:0072078	BP	nephron tubule morphogenesis	74	0	1	1
GO:0072079	BP	nephron tubule formation	18	0	1	1
GO:0072080	BP	nephron tubule development	93	0	1	1
GO:0072081	BP	specification of nephron tubule identity	5	0	1	1
GO:0072086	BP	specification of loop of Henle identity	4	0	1	1
GO:0072087	BP	renal vesicle development	19	0	1	1
GO:0072088	BP	nephron epithelium morphogenesis	76	0	1	1
GO:0072089	BP	stem cell proliferation	120	0	1	1
GO:0072091	BP	regulation of stem cell proliferation	70	0	1	1
GO:0072092	BP	ureteric bud invasion	3	0	1	1
GO:0072093	BP	metanephric renal vesicle formation	4	0	1	1
GO:0072095	BP	regulation of branch elongation involved in ureteric bud branching	4	0	1	1
GO:0072096	BP	negative regulation of branch elongation involved in ureteric bud branching	1	0	1	1
GO:0072097	BP	negative regulation of branch elongation involved in ureteric bud branching by BMP signaling pathway	1	0	1	1
GO:0072098	BP	anterior/posterior pattern specification involved in kidney development	2	0	1	1
GO:0072099	BP	anterior/posterior pattern specification involved in ureteric bud development	1	0	1	1
GO:0072100	BP	specification of ureteric bud anterior/posterior symmetry	1	0	1	1
GO:0072101	BP	specification of ureteric bud anterior/posterior symmetry by BMP signaling pathway	1	0	1	1
GO:0072102	BP	glomerulus morphogenesis	8	0	1	1
GO:0072103	BP	glomerulus vasculature morphogenesis	5	0	1	1
GO:0072104	BP	glomerular capillary formation	5	0	1	1
GO:0072106	BP	regulation of ureteric bud formation	4	0	1	1
GO:0072107	BP	positive regulation of ureteric bud formation	4	0	1	1
GO:0072108	BP	positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	4	0	1	1
GO:0072109	BP	glomerular mesangium development	16	0	1	1
GO:0072110	BP	glomerular mesangial cell proliferation	11	0	1	1
GO:0072111	BP	cell proliferation involved in kidney development	21	0	1	1
GO:0072112	BP	glomerular visceral epithelial cell differentiation	17	0	1	1
GO:0072114	BP	pronephros morphogenesis	2	0	1	1
GO:0072124	BP	regulation of glomerular mesangial cell proliferation	10	0	1	1
GO:0072125	BP	negative regulation of glomerular mesangial cell proliferation	4	0	1	1
GO:0072126	BP	positive regulation of glomerular mesangial cell proliferation	6	0	1	1
GO:0072127	BP	renal capsule development	1	0	1	1
GO:0072128	BP	renal capsule morphogenesis	1	0	1	1
GO:0072129	BP	renal capsule formation	1	0	1	1
GO:0072130	BP	renal capsule specification	1	0	1	1
GO:0072131	BP	kidney mesenchyme morphogenesis	4	0	1	1
GO:0072132	BP	mesenchyme morphogenesis	52	0	1	1
GO:0072133	BP	metanephric mesenchyme morphogenesis	4	0	1	1
GO:0072134	BP	nephrogenic mesenchyme morphogenesis	2	0	1	1
GO:0072135	BP	kidney mesenchymal cell proliferation	3	0	1	1
GO:0072136	BP	metanephric mesenchymal cell proliferation involved in metanephros development	3	0	1	1
GO:0072137	BP	condensed mesenchymal cell proliferation	3	0	1	1
GO:0072138	BP	mesenchymal cell proliferation involved in ureteric bud development	3	0	1	1
GO:0072139	BP	glomerular parietal epithelial cell differentiation	3	0	1	1
GO:0072141	BP	renal interstitial fibroblast development	2	0	1	1
GO:0072143	BP	mesangial cell development	6	0	1	1
GO:0072144	BP	glomerular mesangial cell development	5	0	1	1
GO:0072148	BP	epithelial cell fate commitment	15	0	1	1
GO:0072156	BP	distal tubule morphogenesis	3	0	1	1
GO:0072160	BP	nephron tubule epithelial cell differentiation	15	0	1	1
GO:0072161	BP	mesenchymal cell differentiation involved in kidney development	8	0	1	1
GO:0072162	BP	metanephric mesenchymal cell differentiation	5	0	1	1
GO:0072163	BP	mesonephric epithelium development	98	0	1	1
GO:0072164	BP	mesonephric tubule development	98	0	1	1
GO:0072165	BP	anterior mesonephric tubule development	1	0	1	1
GO:0072166	BP	posterior mesonephric tubule development	2	0	1	1
GO:0072167	BP	specification of mesonephric tubule identity	1	0	1	1
GO:0072168	BP	specification of anterior mesonephric tubule identity	1	0	1	1
GO:0072169	BP	specification of posterior mesonephric tubule identity	1	0	1	1
GO:0072170	BP	metanephric tubule development	23	0	1	1
GO:0072171	BP	mesonephric tubule morphogenesis	66	0	1	1
GO:0072172	BP	mesonephric tubule formation	8	0	1	1
GO:0072173	BP	metanephric tubule morphogenesis	11	0	1	1
GO:0072174	BP	metanephric tubule formation	6	0	1	1
GO:0072175	BP	epithelial tube formation	132	0	1	1
GO:0072176	BP	nephric duct development	16	0	1	1
GO:0072177	BP	mesonephric duct development	9	0	1	1
GO:0072178	BP	nephric duct morphogenesis	12	0	1	1
GO:0072179	BP	nephric duct formation	5	0	1	1
GO:0072180	BP	mesonephric duct morphogenesis	4	0	1	1
GO:0072181	BP	mesonephric duct formation	2	0	1	1
GO:0072182	BP	regulation of nephron tubule epithelial cell differentiation	13	0	1	1
GO:0072183	BP	negative regulation of nephron tubule epithelial cell differentiation	2	0	1	1
GO:0072184	BP	renal vesicle progenitor cell differentiation	1	0	1	1
GO:0072185	BP	metanephric cap development	2	0	1	1
GO:0072186	BP	metanephric cap morphogenesis	2	0	1	1
GO:0072189	BP	ureter development	16	0	1	1
GO:0072190	BP	ureter urothelium development	3	0	1	1
GO:0072191	BP	ureter smooth muscle development	4	0	1	1
GO:0072192	BP	ureter epithelial cell differentiation	1	0	1	1
GO:0072193	BP	ureter smooth muscle cell differentiation	4	0	1	1
GO:0072194	BP	kidney smooth muscle tissue development	3	0	1	1
GO:0072195	BP	kidney smooth muscle cell differentiation	1	0	1	1
GO:0072197	BP	ureter morphogenesis	7	0	1	1
GO:0072198	BP	mesenchymal cell proliferation involved in ureter development	3	0	1	1
GO:0072199	BP	regulation of mesenchymal cell proliferation involved in ureter development	3	0	1	1
GO:0072200	BP	negative regulation of mesenchymal cell proliferation involved in ureter development	1	0	1	1
GO:0072201	BP	negative regulation of mesenchymal cell proliferation	8	0	1	1
GO:0072202	BP	cell differentiation involved in metanephros development	25	0	1	1
GO:0072203	BP	cell proliferation involved in metanephros development	10	0	1	1
GO:0072204	BP	cell-cell signaling involved in metanephros development	2	0	1	1
GO:0072205	BP	metanephric collecting duct development	9	0	1	1
GO:0072206	BP	metanephric juxtaglomerular apparatus development	1	0	1	1
GO:0072207	BP	metanephric epithelium development	27	0	1	1
GO:0072208	BP	metanephric smooth muscle tissue development	2	0	1	1
GO:0072209	BP	metanephric mesangial cell differentiation	2	0	1	1
GO:0072210	BP	metanephric nephron development	40	0	1	1
GO:0072213	BP	metanephric capsule development	1	0	1	1
GO:0072214	BP	metanephric cortex development	1	0	1	1
GO:0072215	BP	regulation of metanephros development	23	0	1	1
GO:0072216	BP	positive regulation of metanephros development	14	0	1	1
