N	DE	P.DE	FDR
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	16	0	1	1
REACTOME_PHOSPHORYLATION_OF_EMI1	6	0	1	1
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE	5	0	1	1
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	0	1	1
REACTOME_SIGNALING_BY_EGFR	50	0	1	1
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	5	0	1	1
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	0	1	1
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	17	0	1	1
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	0	1	1
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	7	0	1	1
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	16	0	1	1
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	63	0	1	1
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	18	0	1	1
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	31	0	1	1
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	33	0	1	1
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	292	0	1	1
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	10	0	1	1
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	14	0	1	1
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	26	0	1	1
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	6	0	1	1
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	5	0	1	1
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	60	0	1	1
REACTOME_CELLULAR_HEXOSE_TRANSPORT	21	0	1	1
REACTOME_HEME_BIOSYNTHESIS	14	0	1	1
REACTOME_HEME_DEGRADATION	14	0	1	1
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	13	0	1	1
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	20	0	1	1
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	6	0	1	1
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	7	0	1	1
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	12	0	1	1
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	10	0	1	1
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	19	0	1	1
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	6	0	1	1
REACTOME_DIGESTION_OF_DIETARY_LIPID	7	0	1	1
REACTOME_ESTROGEN_BIOSYNTHESIS	6	0	1	1
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	16	0	1	1
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	6	0	1	1
REACTOME_P75NTR_REGULATES_AXONOGENESIS	10	0	1	1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	15	0	1	1
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	6	0	1	1
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	10	0	1	1
REACTOME_SIGNALING_BY_VEGF	106	0	1	1
REACTOME_RHO_GTPASE_CYCLE	134	0	1	1
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	85	0	1	1
REACTOME_RHO_GTPASE_EFFECTORS	312	0	1	1
REACTOME_METABOLISM_OF_STEROID_HORMONES	35	0	1	1
REACTOME_PREGNENOLONE_BIOSYNTHESIS	12	0	1	1
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	17	0	1	1
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	21	0	1	1
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	17	0	1	1
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	11	0	1	1
REACTOME_COENZYME_A_BIOSYNTHESIS	8	0	1	1
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	11	0	1	1
REACTOME_NICOTINATE_METABOLISM	31	0	1	1
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	5	0	1	1
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	8	0	1	1
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	7	0	1	1
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	123	0	1	1
REACTOME_NICOTINAMIDE_SALVAGING	19	0	1	1
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	9	0	1	1
REACTOME_CREB_PHOSPHORYLATION	7	0	1	1
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	153	0	1	1
REACTOME_CARNITINE_METABOLISM	14	0	1	1
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	224	0	1	1
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL	8	0	1	1
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	82	0	1	1
REACTOME_METABOLISM_OF_NITRIC_OXIDE_ENOS_ACTIVATION_AND_REGULATION	15	0	1	1
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	61	0	1	1
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	18	0	1	1
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	11	0	1	1
REACTOME_CALCINEURIN_ACTIVATES_NFAT	9	0	1	1
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	86	0	1	1
REACTOME_FCGR_ACTIVATION	12	0	1	1
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	25	0	1	1
REACTOME_ENOS_ACTIVATION	11	0	1	1
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	5	0	1	1
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	68	0	1	1
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	13	0	1	1
REACTOME_LINOLEIC_ACID_LA_METABOLISM	8	0	1	1
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	6	0	1	1
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	13	0	1	1
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	17	0	1	1
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	4	0	1	1
REACTOME_THYROXINE_BIOSYNTHESIS	10	0	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	16	0	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	0	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	8	0	1	1
REACTOME_GENE_SILENCING_BY_RNA	128	0	1	1
REACTOME_VITAMINS	6	0	1	1
REACTOME_FATTY_ACIDS	15	0	1	1
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	105	0	1	1
REACTOME_MISCELLANEOUS_SUBSTRATES	12	0	1	1
REACTOME_EICOSANOIDS	12	0	1	1
REACTOME_CYP2E1_REACTIONS	11	0	1	1
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	137	0	1	1
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	63	0	1	1
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	9	0	1	1
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	38	0	1	1
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET	8	0	1	1
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	9	0	1	1
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	21	0	1	1
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	6	0	1	1
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	7	0	1	1
REACTOME_ARACHIDONIC_ACID_METABOLISM	59	0	1	1
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	6	0	1	1
REACTOME_UBIQUINOL_BIOSYNTHESIS	8	0	1	1
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	9	0	1	1
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	5	0	1	1
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	55	0	1	1
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	10	0	1	1
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	5	0	1	1
REACTOME_ABACAVIR_METABOLISM	5	0	1	1
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	15	0	1	1
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	13	0	1	1
REACTOME_DAP12_INTERACTIONS	40	0	1	1
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	42	0	1	1
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	9	0	1	1
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	7	0	1	1
REACTOME_VISUAL_PHOTOTRANSDUCTION	100	0	1	1
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	12	0	1	1
REACTOME_MUCOPOLYSACCHARIDOSES	11	0	1	1
REACTOME_ANCHORING_FIBRIL_FORMATION	15	0	1	1
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	101	0	1	1
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	75	0	1	1
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	18	0	1	1
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	64	0	1	1
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	7	0	1	1
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	54	0	1	1
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	8	0	1	1
REACTOME_SELENOAMINO_ACID_METABOLISM	117	0	1	1
REACTOME_DAP12_SIGNALING	29	0	1	1
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	42	0	1	1
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	9	0	1	1
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	23	0	1	1
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	131	0	1	1
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	10	0	1	1
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	11	0	1	1
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	0	1	1
REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE	11	0	1	1
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	124	0	1	1
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	0	1	1
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	34	0	1	1
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	11	0	1	1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	232	0	1	1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	115	0	1	1
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	101	0	1	1
REACTOME_CELLULAR_SENESCENCE	186	0	1	1
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	17	0	1	1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	35	0	1	1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	72	0	1	1
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	9	0	1	1
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	13	0	1	1
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	86	0	1	1
REACTOME_SIGNALING_BY_LEPTIN	11	0	1	1
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER	5	0	1	1
REACTOME_INSULIN_PROCESSING	27	0	1	1
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	7	0	1	1
REACTOME_STIMULI_SENSING_CHANNELS	106	0	1	1
REACTOME_EPH_EPHRIN_SIGNALING	92	0	1	1
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	15	0	1	1
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	16	0	1	1
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE	5	0	1	1
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	32	0	1	1
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	31	0	1	1
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	81	0	1	1
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	10	0	1	1
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	13	0	1	1
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	22	0	1	1
REACTOME_PEPTIDE_HORMONE_METABOLISM	90	0	1	1
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	0	1	1
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	7	0	1	1
REACTOME_SUMOYLATION	184	0	1	1
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	73	0	1	1
REACTOME_LAMININ_INTERACTIONS	30	0	1	1
REACTOME_SYNDECAN_INTERACTIONS	27	0	1	1
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	0	1	1
REACTOME_ECM_PROTEOGLYCANS	76	0	1	1
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS	6	0	1	1
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	19	0	1	1
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS	6	0	1	1
REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1	5	0	1	1
REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9	7	0	1	1
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	6	0	1	1
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	77	0	1	1
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	7	0	1	1
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	5	0	1	1
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	15	0	1	1
REACTOME_HDACS_DEACETYLATE_HISTONES	85	0	1	1
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	66	0	1	1
REACTOME_HDMS_DEMETHYLATE_HISTONES	46	0	1	1
REACTOME_HATS_ACETYLATE_HISTONES	133	0	1	1
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	75	0	1	1
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO	10	0	1	1
REACTOME_GLYCOGEN_STORAGE_DISEASES	16	0	1	1
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	20	0	1	1
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	39	0	1	1
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	26	0	1	1
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	13	0	1	1
REACTOME_TRP_CHANNELS	28	0	1	1
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	14	0	1	1
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	22	0	1	1
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	37	0	1	1
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	0	1	1
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER	8	0	1	1
REACTOME_GLYCOGEN_SYNTHESIS	16	0	1	1
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	8	0	1	1
REACTOME_REGULATION_BY_C_FLIP	11	0	1	1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	82	0	1	1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	55	0	1	1
REACTOME_HSF1_ACTIVATION	31	0	1	1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	0	1	1
REACTOME_ATTENUATION_PHASE	28	0	1	1
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	38	0	1	1
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	15	0	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	41	0	1	1
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	20	0	1	1
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	8	0	1	1
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	8	0	1	1
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	8	0	1	1
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	8	0	1	1
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	14	0	1	1
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	8	0	1	1
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	8	0	1	1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	360	0	0.999999999999999	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	330	0	1	1
REACTOME_NETRIN_1_SIGNALING	50	0	1	1
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	23	0	1	1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	217	0	1	1
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	42	0	1	1
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	15	0	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	17	0	1	1
REACTOME_DISEASES_OF_GLYCOSYLATION	140	0	1	1
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	9	0	1	1
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS	5	0	1	1
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	27	0	1	1
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	12	0	1	1
REACTOME_PERK_REGULATES_GENE_EXPRESSION	32	0	1	1
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	50	0	1	1
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	92	0	1	1
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	10	0	1	1
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	123	0	1	1
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	42	0	1	1
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	725	0	1	1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	146	0	1	1
REACTOME_VASOPRESSIN_LIKE_RECEPTORS	6	0	1	1
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	20	0	1	1
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	8	0	1	1
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	6	0	1	1
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	31	0	1	1
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	9	0	1	1
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	43	0	1	1
REACTOME_PD_1_SIGNALING	21	0	1	1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	32	0	1	1
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	11	0	1	1
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	10	0	1	1
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	5	0	1	1
REACTOME_DOPAMINE_RECEPTORS	5	0	1	1
REACTOME_ADRENOCEPTORS	9	0	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	65	0	1	1
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	16	0	1	1
REACTOME_LEUKOTRIENE_RECEPTORS	5	0	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	22	0	1	1
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	42	0	1	1
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	29	0	1	1
REACTOME_EPHRIN_SIGNALING	19	0	1	1
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	51	0	1	1
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	10	0	1	1
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	28	0	1	1
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	119	0	1	1
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	11	0	1	1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	13	0	1	1
REACTOME_SIALIC_ACID_METABOLISM	33	0	1	1
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	35	0	1	1
REACTOME_CA2_PATHWAY	62	0	1	1
REACTOME_PCP_CE_PATHWAY	92	0	1	1
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	30	0	1	1
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	76	0	1	1
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	8	0	1	1
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	12	0	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	25	0	1	1
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	8	0	1	1
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	10	0	1	1
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	10	0	1	1
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	14	0	1	1
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS	10	0	1	1
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	7	0	1	1
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	86	0	1	1
REACTOME_BICARBONATE_TRANSPORTERS	10	0	1	1
REACTOME_SODIUM_CALCIUM_EXCHANGERS	11	0	1	1
REACTOME_SODIUM_PROTON_EXCHANGERS	9	0	1	1
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	5	0	1	1
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS	7	0	1	1
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	9	0	1	1
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	58	0	1	1
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	66	0	1	1
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	9	0	1	1
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	5	0	1	1
REACTOME_ACTIVATION_OF_RAC1	13	0	1	1
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	10	0	1	1
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	7	0	1	1
REACTOME_ORGANIC_ANION_TRANSPORTERS	10	0	1	1
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	8	0	1	1
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	12	0	1	1
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	43	0	1	1
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	5	0	1	1
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	6	0	1	1
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	8	0	1	1
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	7	0	1	1
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21	0	1	1
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	8	0	1	1
